Industry,RS_Rating
Coal,99.16666666666667
Aluminum,97.5
Oil & Gas Production,94.3125
Integrated Oil,92.26666666666667
Chemicals: Agricultural,91.0
Forest Products,90.25
Marine Shipping,89.0
Investment Trusts/Mutual Funds,86.66666666666667
Computer Peripherals,86.66666666666667
Food Retail,85.33333333333333
Pharmaceuticals: Generic,85.0
Home Improvement Chains,84.5
Steel,84.0
Contract Drilling,83.5
Oil & Gas Pipelines,82.88
Computer Communications,82.5
Insurance Brokers/Services,80.71428571428571
Environmental Services,80.125
Managed Health Care,79.0
Specialty Telecommunications,78.5
Air Freight/Couriers,77.4
Major Telecommunications,77.25
Medical Distributors,76.33333333333333
Precious Metals,76.08333333333333
Other Metals/Minerals,76.0
Oil Refining/Marketing,75.66666666666667
Electronic Production Equipment,75.5
Department Stores,75.0
Casinos/Gaming,74.33333333333333
Telecommunications Equipment,74.0
Agricultural Commodities/Milling,73.71428571428571
Internet Software/Services,72.9
Other Transportation,72.5
Water Utilities,72.33333333333333
Industrial Specialties,72.0
Tobacco,72.0
Real Estate Development,72.0
Financial Conglomerates,71.875
Personnel Services,71.83333333333333
Specialty Stores,71.52941176470588
Hospital/Nursing Management,71.16666666666667
Oilfield Services/Equipment,70.63636363636364
Investment Banks/Brokers,70.0625
Drugstore Chains,70.0
Wholesale Distributors,69.93333333333334
Engineering & Construction,69.72727272727273
Advertising/Marketing Services,69.5
Pharmaceuticals: Major,69.3076923076923
Financial Publishing/Services,69.0
Aerospace & Defense,69.0
Specialty Insurance,68.88888888888889
Beverages: Non-Alcoholic,68.5
Multi-Line Insurance,68.14285714285714
Services to the Health Industry,67.66666666666667
Hotels/Resorts/Cruise lines,67.625
Computer Processing Hardware,67.5
Trucking,67.375
Railroads,67.33333333333333
Electric Utilities,66.45454545454545
Major Banks,66.32
Finance/Rental/Leasing,66.05263157894737
Wireless Telecommunications,66.0
Gas Distributors,65.72727272727273
Miscellaneous Manufacturing,65.6
Information Technology Services,65.3125
Homebuilding,65.3
Pharmaceuticals: Other,65.16666666666667
Investment Managers,64.875
Medical/Nursing Services,64.28571428571429
Auto Parts: OEM,64.16666666666667
Publishing: Books/Magazines,64.0
Food: Specialty/Candy,63.5
Biotechnology,63.27777777777778
Alternative Power Generation,63.166666666666664
Electronics Distributors,62.666666666666664
Property/Casualty Insurance,62.588235294117645
Media Conglomerates,62.0
Packaged Software,62.0
Semiconductors,61.266666666666666
Medical Specialties,61.1025641025641
Building Products,60.92307692307692
Electrical Products,60.76923076923077
Data Processing Services,60.7
Food: Major Diversified,60.375
Discount Stores,60.0
Food: Meat/Fish/Dairy,59.5
Chemicals: Major Diversified,59.285714285714285
Broadcasting,58.5
Containers/Packaging,58.166666666666664
Metal Fabrication,57.4
Chemicals: Specialty,57.142857142857146
Apparel/Footwear,57.0
Other Consumer Services,56.916666666666664
Miscellaneous Commercial Services,56.375
Life/Health Insurance,56.083333333333336
Electronic Components,55.833333333333336
Construction Materials,55.25
Movies/Entertainment,54.733333333333334
Industrial Machinery,54.22727272727273
Household/Personal Care,54.0
Regional Banks,53.638297872340424
Office Equipment/Supplies,53.0
Food Distributors,52.166666666666664
Beverages: Alcoholic,51.0
Apparel/Footwear Retail,50.6
Restaurants,48.57142857142857
Savings Banks,47.785714285714285
Trucks/Construction/Farm Machinery,43.53846153846154
Recreational Products,43.5
Electronics/Appliances,42.75
Textiles,42.0
Tools & Hardware,42.0
Airlines,41.0
Cable/Satellite TV,41.0
Consumer Sundries,40.0
Internet Retail,40.0
Industrial Conglomerates,39.5
Electronic Equipment/Instruments,39.25
Pulp & Paper,35.0
Automotive Aftermarket,32.0
Publishing: Newspapers,31.666666666666668
Other Consumer Specialties,30.0
