Industry,Daily_change
Pulp & Paper,3.235
Cable/Satellite TV,2.981666666666667
Internet Retail,2.9266666666666663
Restaurants,2.6685714285714286
Motor Vehicles,2.5975
Biotechnology,2.474736842105263
Tools & Hardware,2.41
Commercial Printing/Forms,2.3
Apparel/Footwear,1.9975
Casinos/Gaming,1.8599999999999999
Computer Communications,1.63
Telecommunications Equipment,1.6025
Recreational Products,1.4166666666666667
Computer Peripherals,1.3916666666666666
Packaged Software,1.3769642857142856
Electrical Products,1.3621052631578947
Electronic Production Equipment,1.3455555555555554
Specialty Stores,1.2316666666666667
Internet Software/Services,1.2194444444444443
Apparel/Footwear Retail,1.162
Financial Publishing/Services,1.085
Pharmaceuticals: Major,1.072888888888889
Publishing: Newspapers,1.04
Home Improvement Chains,1.035
Financial Conglomerates,1.0152173913043478
Major Telecommunications,1.0114285714285713
Consumer Sundries,1.01
Semiconductors,0.938
Broadcasting,0.8722222222222222
Media Conglomerates,0.87
Electronic Equipment/Instruments,0.83
Integrated Oil,0.803125
Data Processing Services,0.776875
Wireless Telecommunications,0.7388888888888889
Homebuilding,0.7180000000000001
Contract Drilling,0.6916666666666668
Computer Processing Hardware,0.6519999999999999
Discount Stores,0.6225
Oil & Gas Pipelines,0.6166666666666666
Chemicals: Agricultural,0.6020000000000001
Investment Trusts/Mutual Funds,0.5933333333333334
Forest Products,0.55
Other Metals/Minerals,0.5471428571428572
Information Technology Services,0.5146666666666667
Hotels/Resorts/Cruise lines,0.43900000000000006
Electronics Distributors,0.4325
Real Estate Development,0.394
Movies/Entertainment,0.37166666666666665
Electronics/Appliances,0.3566666666666667
Oilfield Services/Equipment,0.33499999999999996
Food: Major Diversified,0.2677777777777778
Oil & Gas Production,0.25545454545454543
Alternative Power Generation,0.23666666666666666
Household/Personal Care,0.2330769230769231
Railroads,0.215
Department Stores,0.19
Oil Refining/Marketing,0.16222222222222227
Building Products,0.15250000000000005
Food Distributors,0.11250000000000002
Aerospace & Defense,0.0954166666666667
Beverages: Non-Alcoholic,0.04142857142857143
Textiles,0.0
Wholesale Distributors,-0.015263157894736845
Chemicals: Specialty,-0.020000000000000007
Personnel Services,-0.036666666666666646
Investment Managers,-0.04256410256410258
Electronic Components,-0.05571428571428571
Other Consumer Services,-0.0805263157894737
Steel,-0.11307692307692305
Food Retail,-0.11374999999999999
Tobacco,-0.1575
Construction Materials,-0.18
Specialty Telecommunications,-0.2225
Industrial Specialties,-0.24066666666666664
Aluminum,-0.255
Industrial Conglomerates,-0.2714285714285714
Precious Metals,-0.305
Major Banks,-0.3153846153846154
Trucks/Construction/Farm Machinery,-0.3306666666666667
Miscellaneous Commercial Services,-0.359
Auto Parts: OEM,-0.37124999999999997
Investment Banks/Brokers,-0.3857142857142857
Miscellaneous Manufacturing,-0.39199999999999996
Industrial Machinery,-0.412
Advertising/Marketing Services,-0.4533333333333333
Engineering & Construction,-0.49333333333333335
Environmental Services,-0.546
Regional Banks,-0.6571428571428573
Other Consumer Specialties,-0.66
Services to the Health Industry,-0.6666666666666666
Pharmaceuticals: Other,-0.6699999999999999
Gas Distributors,-0.6761538461538461
Food: Specialty/Candy,-0.7062499999999999
Containers/Packaging,-0.7080000000000001
Air Freight/Couriers,-0.7416666666666666
Specialty Insurance,-0.7511111111111111
Insurance Brokers/Services,-0.77
Finance/Rental/Leasing,-0.7731034482758621
Other Transportation,-0.825
Electric Utilities,-0.8621739130434782
Food: Meat/Fish/Dairy,-0.9175
Automotive Aftermarket,-0.97
Beverages: Alcoholic,-1.02
Medical Distributors,-1.0233333333333332
Drugstore Chains,-1.065
Trucking,-1.1244444444444444
Savings Banks,-1.2014285714285715
Chemicals: Major Diversified,-1.2025000000000001
Medical Specialties,-1.2366037735849058
Airlines,-1.2475
Office Equipment/Supplies,-1.3166666666666667
Managed Health Care,-1.6133333333333333
Agricultural Commodities/Milling,-1.6400000000000001
Metal Fabrication,-1.705
Multi-Line Insurance,-1.7442857142857144
Life/Health Insurance,-1.7576923076923079
Medical/Nursing Services,-1.8039999999999998
Property/Casualty Insurance,-2.1644444444444444
Hospital/Nursing Management,-2.58
Publishing: Books/Magazines,-3.2
Water Utilities,-3.361666666666667
Marine Shipping,-3.5526666666666666
Coal,-4.916666666666667
