,Stock,RS_Rating,50 Day MA,150 Day Ma,200 Day MA,52 Week Low,52 week High,Sector,Industry,Daily_change
32,BTU,100,20.21,15.15,14.35,3.22,28.88,Energy Minerals,Coal,-5.65
38,CEIX,100,32.43,27.69,25.91,8.65,41.4,Energy Minerals,Coal,-0.88
193,RRC,100,25.37,22.32,20.51,8.47,33.07,Energy Minerals,Oil & Gas Production,-2.06
228,UAN,100,116.1,90.84,82.05,42.0,150.3,Process Industries,Chemicals: Agricultural,-0.04
90,FLNG,100,23.26,20.69,18.8,8.85,30.2,Energy Minerals,Oil & Gas Production,0.97
201,SGML,100,12.0,10.19,9.23,3.84,19.48,Non-Energy Minerals,Other Metals/Minerals,-3.88
11,AMR,100,106.98,73.18,62.49,11.75,139.36,Energy Minerals,Coal,-2.55
135,LXU,100,17.65,12.06,10.49,3.58,27.24,Process Industries,Chemicals: Agricultural,-10.07
18,AR,100,25.19,20.79,19.02,8.81,33.52,Energy Minerals,Oil & Gas Production,-1.12
0,AA,99,79.46,60.92,55.58,30.83,98.09,Non-Energy Minerals,Aluminum,-1.93
45,CLR,99,58.2,50.69,46.95,24.68,65.32,Energy Minerals,Oil & Gas Production,-2.79
72,DVN,99,56.34,45.49,40.64,20.14,63.26,Energy Minerals,Oil & Gas Production,-3.75
192,ROCC,99,33.94,30.18,27.42,11.81,42.66,Energy Minerals,Oil & Gas Production,-1.84
233,VET,99,19.43,13.88,12.2,5.51,23.93,Energy Minerals,Oil & Gas Production,-3.26
20,ARLP,99,14.34,12.28,11.08,5.45,16.35,Energy Minerals,Coal,1.53
19,ARCH,99,130.08,102.35,93.03,41.43,163.99,Energy Minerals,Coal,-3.06
154,MUR,99,36.57,30.22,27.99,14.91,43.2,Energy Minerals,Oil & Gas Production,-3.69
106,HMHC,99,19.97,16.69,15.53,7.27,21.18,Consumer Services,Other Consumer Services,0.0
241,WFRD,99,32.44,28.25,25.28,10.0,36.87,Industrial Services,Oilfield Services/Equipment,-0.89
132,LNTH,99,44.67,32.53,30.96,19.3,60.71,Health Technology,Medical Specialties,-2.44
98,GLNG,99,18.77,14.73,13.95,9.26,26.23,Transportation,Marine Shipping,-0.93
180,PDS,99,60.86,46.19,43.27,24.28,79.5,Industrial Services,Contract Drilling,-2.16
118,IPI,99,65.75,48.64,44.42,22.82,109.89,Non-Energy Minerals,Other Metals/Minerals,-4.11
57,CRK,99,9.86,9.25,8.44,4.67,15.21,Energy Minerals,Oil & Gas Production,2.25
238,VRTV,99,114.94,112.64,102.28,40.6,158.99,Distribution Services,Wholesale Distributors,0.59
120,ISEE,99,15.69,15.65,14.03,5.62,19.34,Health Technology,Pharmaceuticals: Major,-2.63
108,HPK,99,20.76,15.95,14.53,7.0,26.0,Industrial Services,Contract Drilling,-5.65
162,NOG,98,25.79,23.04,21.55,11.76,30.44,Energy Minerals,Oil & Gas Production,-3.41
168,OAS,98,141.27,125.55,116.81,65.33,158.48,Energy Minerals,Oil & Gas Production,-1.38
174,OXY,98,49.8,37.45,34.78,21.62,63.24,Energy Minerals,Oil & Gas Production,-6.28
206,SM,98,37.49,32.65,29.38,14.79,43.69,Energy Minerals,Oil & Gas Production,-3.49
41,CF,98,88.61,70.36,64.45,43.19,110.4,Process Industries,Chemicals: Agricultural,-1.07
184,PTEN,98,14.11,10.57,9.96,6.07,17.09,Industrial Services,Contract Drilling,-0.8
62,CVE,98,15.83,13.19,11.99,7.16,17.78,Energy Minerals,Integrated Oil,-6.21
147,MOS,98,56.35,43.99,40.78,28.26,74.75,Process Industries,Chemicals: Agricultural,0.07
133,LPI,98,74.69,72.24,68.81,32.52,99.26,Energy Minerals,Oil & Gas Production,-4.89
244,WLL,98,77.21,68.97,63.65,33.13,90.89,Energy Minerals,Oil & Gas Production,-0.55
79,ERF,98,12.56,10.48,9.36,4.78,14.59,Energy Minerals,Oil & Gas Production,-4.88
152,MTDR,98,49.95,43.13,39.94,21.8,57.69,Energy Minerals,Oil & Gas Production,-1.66
103,HCC,98,34.58,27.78,25.55,15.07,42.95,Energy Minerals,Coal,-3.72
219,TRGP,98,67.71,57.56,53.9,30.61,78.15,Energy Minerals,Oil Refining/Marketing,-1.95
151,MRO,98,23.08,18.25,16.67,9.7,26.4,Energy Minerals,Oil & Gas Production,-2.63
141,MGY,98,22.67,20.44,18.93,10.29,25.82,Energy Minerals,Oil & Gas Production,-1.76
78,EQT,98,27.07,22.91,21.98,15.71,39.28,Energy Minerals,Oil & Gas Production,2.24
16,APA,98,37.24,29.94,27.13,15.55,43.88,Energy Minerals,Integrated Oil,-4.53
10,AMPH,98,31.22,24.36,23.27,16.91,43.2,Health Technology,Pharmaceuticals: Major,0.22
114,ICL,97,10.9,9.42,8.77,6.16,12.7,Process Industries,Chemicals: Agricultural,-0.66
121,ITCI,97,56.8,46.38,43.5,28.4,66.0,Health Technology,Pharmaceuticals: Major,-2.85
164,NTR,97,90.34,75.88,71.79,52.28,108.84,Process Industries,Chemicals: Agricultural,1.64
99,GOGO,97,15.97,14.81,14.03,9.61,22.27,Communications,Wireless Telecommunications,4.71
179,PDCE,97,66.01,55.97,52.19,32.17,78.13,Energy Minerals,Oil & Gas Production,-0.7
173,OVV,97,46.22,38.82,35.81,21.07,56.31,Energy Minerals,Oil & Gas Production,-5.45
190,RES,97,9.28,6.39,5.85,3.33,12.14,Industrial Services,Oilfield Services/Equipment,-4.61
116,IMO,97,45.05,37.73,35.03,23.94,51.33,Energy Minerals,Integrated Oil,-1.9
13,ANDE,97,44.6,37.91,35.49,25.2,55.67,Process Industries,Agricultural Commodities/Milling,0.94
42,CHK,97,77.13,67.18,63.46,44.31,92.9,Energy Minerals,Integrated Oil,-0.62
216,TECK,97,37.8,31.14,28.9,19.32,43.18,Non-Energy Minerals,Other Metals/Minerals,-3.37
49,CNQ,97,57.35,46.39,42.9,28.86,65.44,Energy Minerals,Oil & Gas Production,-2.83
197,RYI,97,29.42,26.0,24.04,13.39,39.58,Non-Energy Minerals,Steel,2.69
52,COP,97,96.0,79.97,73.89,47.85,107.52,Energy Minerals,Oil & Gas Production,-4.92
44,CIVI,97,54.71,51.91,48.54,29.62,64.85,Energy Minerals,Integrated Oil,0.22
232,VAL,97,45.81,38.91,36.04,20.25,55.71,Industrial Services,Contract Drilling,-4.94
237,VNOM,97,28.81,24.72,23.03,15.28,31.89,Energy Minerals,Integrated Oil,-2.59
27,BKR,96,32.59,27.34,25.83,18.75,39.78,Industrial Services,Oilfield Services/Equipment,-2.8
86,FANG,96,133.64,115.88,106.89,65.93,147.99,Energy Minerals,Oil & Gas Production,-4.85
145,MNRL,96,24.15,22.24,21.4,15.27,28.2,Miscellaneous,Investment Trusts/Mutual Funds,-1.78
142,MIME,96,79.54,76.31,71.94,40.25,85.48,Technology Services,Packaged Software,-0.04
83,EVA,96,74.35,67.77,63.82,46.95,83.0,Process Industries,Industrial Specialties,-0.61
76,EOG,96,116.35,97.11,90.37,62.81,127.95,Energy Minerals,Oil & Gas Production,-4.37
131,LNG,96,129.11,111.43,104.98,71.9,149.42,Industrial Services,Oil & Gas Pipelines,-3.44
127,KRP,96,15.8,14.46,13.56,9.77,17.67,Miscellaneous,Investment Trusts/Mutual Funds,-0.54
242,WHD,96,52.23,44.2,42.15,27.26,64.18,Industrial Services,Oilfield Services/Equipment,-4.98
101,HAL,96,34.88,27.51,25.74,17.82,40.0,Industrial Services,Oilfield Services/Equipment,-2.2
119,IRTC,96,133.83,106.2,92.59,41.66,169.54,Health Technology,Medical Specialties,-3.34
4,ACI,96,32.22,31.35,29.55,17.73,37.99,Retail Trade,Food Retail,-1.42
80,ESTE,96,13.07,11.56,11.04,6.44,15.27,Energy Minerals,Integrated Oil,-5.69
56,CRC,96,43.32,42.6,39.29,21.79,50.44,Energy Minerals,Oil & Gas Production,-3.87
156,NBR,96,139.11,111.21,105.59,65.58,171.26,Industrial Services,Contract Drilling,-2.41
165,NUE,96,132.55,115.88,113.28,75.6,157.69,Non-Energy Minerals,Steel,1.35
37,CCJ,96,24.91,23.89,22.35,15.34,31.42,Non-Energy Minerals,Other Metals/Minerals,1.06
178,PBF,96,20.82,16.17,14.73,7.24,27.32,Energy Minerals,Oil Refining/Marketing,-3.89
64,CVX,95,152.32,125.34,118.33,92.86,174.76,Energy Minerals,Integrated Oil,-2.57
21,ASIX,95,45.4,44.53,41.59,26.95,57.1,Process Industries,Chemicals: Specialty,0.08
249,XENE,95,30.83,28.57,25.86,14.65,36.42,Health Technology,Pharmaceuticals: Major,-8.33
107,HP,95,38.25,31.26,30.41,20.93,45.8,Industrial Services,Contract Drilling,-1.32
187,PXD,95,235.33,197.36,183.67,133.73,260.0,Energy Minerals,Oil & Gas Production,-3.0
60,CTRA,95,24.61,21.53,19.94,14.28,29.49,Energy Minerals,Integrated Oil,-0.94
12,ANAT,95,188.87,188.27,183.59,110.31,195.89,Finance,Multi-Line Insurance,-0.1
129,LLY,95,265.79,254.03,252.54,178.58,314.0,Health Technology,Pharmaceuticals: Major,-0.88
31,BSM,95,12.47,11.52,11.1,9.14,15.02,Energy Minerals,Oil & Gas Production,0.33
175,PANW,95,558.48,526.19,494.58,322.23,635.89,Electronic Technology,Computer Communications,0.44
54,CPE,95,56.63,52.75,49.46,25.32,66.48,Energy Minerals,Oil & Gas Production,-4.33
208,SPTN,95,30.07,25.69,24.08,18.08,35.66,Distribution Services,Food Distributors,0.06
39,CENX,95,23.45,17.67,16.35,10.39,30.36,Non-Energy Minerals,Aluminum,-7.05
215,SWCH,95,27.63,26.56,25.51,17.07,31.8,Technology Services,Information Technology Services,-0.49
136,MCK,94,285.68,243.39,231.74,180.42,329.36,Distribution Services,Medical Distributors,-1.59
34,CARG,94,39.49,35.73,33.86,23.15,50.03,Technology Services,Internet Software/Services,-0.3
111,HRMY,94,43.51,40.4,37.87,25.09,52.75,Health Technology,Pharmaceuticals: Major,-5.3
70,DCP,94,32.06,29.45,28.82,21.52,36.71,Industrial Services,Oil & Gas Pipelines,-0.06
117,INVA,94,18.56,17.38,16.66,11.15,20.71,Health Technology,Pharmaceuticals: Major,-3.67
205,SLCA,94,14.39,11.29,10.97,7.23,20.33,Non-Energy Minerals,Other Metals/Minerals,-1.04
149,MPC,94,79.02,69.04,65.7,50.19,87.67,Energy Minerals,Oil Refining/Marketing,-2.32
1,ABBV,94,152.28,129.52,125.54,105.56,175.91,Health Technology,Pharmaceuticals: Major,-2.93
248,X,94,30.02,25.55,25.5,17.98,39.25,Non-Energy Minerals,Steel,-0.78
